UNITID,INSTNM,CIPDESC,Avg_Student_Debt,Earnings_1Yr
190044.0,Clarkson University,Engineering-Related Fields.,,96757.0
190044.0,Clarkson University,Biotechnology.,,
190044.0,Clarkson University,Mathematics.,,
190044.0,Clarkson University,Biological and Physical Sciences.,,
190044.0,Clarkson University,"Multi/Interdisciplinary Studies, Other.",,
190044.0,Clarkson University,Chemistry.,,
190044.0,Clarkson University,Physics.,,
190044.0,Clarkson University,Health and Medical Administrative Services.,,63663.0
190044.0,Clarkson University,"Allied Health Diagnostic, Intervention, and Treatment Professions.",,114346.0
190044.0,Clarkson University,Rehabilitation and Therapeutic Professions.,,
190044.0,Clarkson University,Bioethics/Medical Ethics.,,
190044.0,Clarkson University,"Business Administration, Management and Operations.",,62862.0
190044.0,Clarkson University,Human Resources Management and Services.,,
190080.0,Colgate Rochester Crozer Divinity School,Religion/Religious Studies.,,
190080.0,Colgate Rochester Crozer Divinity School,Theological and Ministerial Studies.,,
190099.0,Colgate University,"Teacher Education and Professional Development, Specific Subject Areas.",,
190099.0,Colgate University,"English Language and Literature, General.",,
190099.0,Colgate University,Philosophy.,,
190099.0,Colgate University,Religion/Religious Studies.,,
190099.0,Colgate University,Geological and Earth Sciences/Geosciences.,,
190114.0,Metropolitan College of New York,"Teacher Education and Professional Development, Specific Levels and Methods.",,
190114.0,Metropolitan College of New York,Health and Medical Administrative Services.,,53426.0
190114.0,Metropolitan College of New York,"Business Administration, Management and Operations.",,53196.0
190114.0,Metropolitan College of New York,Finance and Financial Management Services.,,
190114.0,Metropolitan College of New York,"Business, Management, Marketing, and Related Support Services, Other.",,
190150.0,Columbia University in the City of New York,Natural Resources Conservation and Research.,,59243.0
190150.0,Columbia University in the City of New York,Architecture.,,58013.0
190150.0,Columbia University in the City of New York,"City/Urban, Community and Regional Planning.",,65467.0
190150.0,Columbia University in the City of New York,Landscape Architecture.,,
190150.0,Columbia University in the City of New York,Architectural History and Criticism.,,
190150.0,Columbia University in the City of New York,Architectural Sciences and Technology.,,61687.0
190150.0,Columbia University in the City of New York,Real Estate Development.,,80322.0
190150.0,Columbia University in the City of New York,"Architecture and Related Services, Other.",,
190150.0,Columbia University in the City of New York,Area Studies.,,50211.0
190150.0,Columbia University in the City of New York,"Ethnic, Cultural Minority, Gender, and Group Studies.",,
190150.0,Columbia University in the City of New York,Communication and Media Studies.,,95483.0
190150.0,Columbia University in the City of New York,Journalism.,,44977.0
190150.0,Columbia University in the City of New York,"Radio, Television, and Digital Communication.",,
190150.0,Columbia University in the City of New York,"Computer and Information Sciences, General.",,92223.0
190150.0,Columbia University in the City of New York,Computer Science.,,133851.0
190150.0,Columbia University in the City of New York,Computer/Information Technology Administration and Management.,,
190150.0,Columbia University in the City of New York,"Computer and Information Sciences and Support Services, Other.",,
190150.0,Columbia University in the City of New York,"Education, Other.",,
190150.0,Columbia University in the City of New York,Biomedical/Medical Engineering.,,
190150.0,Columbia University in the City of New York,Chemical Engineering.,,67852.0
190150.0,Columbia University in the City of New York,Civil Engineering.,,81566.0
190150.0,Columbia University in the City of New York,Computer Engineering.,,
190150.0,Columbia University in the City of New York,"Electrical, Electronics and Communications Engineering.",,96504.0
190150.0,Columbia University in the City of New York,Engineering Physics.,,
190150.0,Columbia University in the City of New York,Environmental/Environmental Health Engineering.,,
190150.0,Columbia University in the City of New York,Mechanical Engineering.,,78476.0
190150.0,Columbia University in the City of New York,Metallurgical Engineering.,,
190150.0,Columbia University in the City of New York,Mining and Mineral Engineering.,,
190150.0,Columbia University in the City of New York,Industrial Engineering.,,
190150.0,Columbia University in the City of New York,Operations Research.,,111312.0
190150.0,Columbia University in the City of New York,"East Asian Languages, Literatures, and Linguistics.",,
190150.0,Columbia University in the City of New York,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics.",,
190150.0,Columbia University in the City of New York,"Germanic Languages, Literatures, and Linguistics.",,
190150.0,Columbia University in the City of New York,"Romance Languages, Literatures, and Linguistics.",,
190150.0,Columbia University in the City of New York,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics.",,
190150.0,Columbia University in the City of New York,"Classics and Classical Languages, Literatures, and Linguistics.",,
190150.0,Columbia University in the City of New York,"Foreign Languages, Literatures, and Linguistics, Other.",,
190150.0,Columbia University in the City of New York,Legal Research and Advanced Professional Studies.,,
190150.0,Columbia University in the City of New York,"Legal Professions and Studies, Other.",,
190150.0,Columbia University in the City of New York,"English Language and Literature, General.",,
190150.0,Columbia University in the City of New York,Rhetoric and Composition/Writing Studies.,,40027.0
190150.0,Columbia University in the City of New York,"Liberal Arts and Sciences, General Studies and Humanities.",,
190150.0,Columbia University in the City of New York,"Biology, General.",,
190150.0,Columbia University in the City of New York,"Biochemistry, Biophysics and Molecular Biology.",,
190150.0,Columbia University in the City of New York,Cell/Cellular Biology and Anatomical Sciences.,,
190150.0,Columbia University in the City of New York,Microbiological Sciences and Immunology.,,
190150.0,Columbia University in the City of New York,Genetics.,,
190150.0,Columbia University in the City of New York,"Physiology, Pathology and Related Sciences.",,
190150.0,Columbia University in the City of New York,Pharmacology and Toxicology.,,
190150.0,Columbia University in the City of New York,"Biomathematics, Bioinformatics, and Computational Biology.",,105801.0
190150.0,Columbia University in the City of New York,Biotechnology.,,70194.0
190150.0,Columbia University in the City of New York,"Ecology, Evolution, Systematics, and Population Biology.",,78251.0
190150.0,Columbia University in the City of New York,Neurobiology and Neurosciences.,,
190150.0,Columbia University in the City of New York,"Biological and Biomedical Sciences, Other.",,
190150.0,Columbia University in the City of New York,Mathematics.,,
190150.0,Columbia University in the City of New York,Applied Mathematics.,,
190150.0,Columbia University in the City of New York,Statistics.,,92259.0
190150.0,Columbia University in the City of New York,Historic Preservation and Conservation.,,50313.0
190150.0,Columbia University in the City of New York,Nutrition Sciences.,,40618.0
190150.0,Columbia University in the City of New York,Dispute Resolution.,,56215.0
190150.0,Columbia University in the City of New York,Sustainability Studies.,,73816.0
190150.0,Columbia University in the City of New York,Health and Physical Education/Fitness.,,60701.0
190150.0,Columbia University in the City of New York,Philosophy.,,
190150.0,Columbia University in the City of New York,Religion/Religious Studies.,,
190150.0,Columbia University in the City of New York,Astronomy and Astrophysics.,,
190150.0,Columbia University in the City of New York,Chemistry.,,
190150.0,Columbia University in the City of New York,Geological and Earth Sciences/Geosciences.,,
190150.0,Columbia University in the City of New York,Physics.,,
190150.0,Columbia University in the City of New York,Materials Sciences.,,
190150.0,Columbia University in the City of New York,"Physical Sciences, Other.",,
190150.0,Columbia University in the City of New York,"Psychology, General.",,
190150.0,Columbia University in the City of New York,Research and Experimental Psychology.,,
190150.0,Columbia University in the City of New York,Public Administration.,,74201.0
190150.0,Columbia University in the City of New York,Social Work.,,51895.0
190150.0,Columbia University in the City of New York,"Social Sciences, General.",,
190150.0,Columbia University in the City of New York,Anthropology.,,38086.0
190150.0,Columbia University in the City of New York,Economics.,,
190150.0,Columbia University in the City of New York,International Relations and National Security Studies.,,66860.0
190150.0,Columbia University in the City of New York,Political Science and Government.,,
190150.0,Columbia University in the City of New York,Sociology.,,
190150.0,Columbia University in the City of New York,"Social Sciences, Other.",,
190150.0,Columbia University in the City of New York,"Visual and Performing Arts, General.",,
190150.0,Columbia University in the City of New York,Drama/Theatre Arts and Stagecraft.,,31068.0
190150.0,Columbia University in the City of New York,Film/Video and Photographic Arts.,,34730.0
190150.0,Columbia University in the City of New York,Fine and Studio Arts.,,
190150.0,Columbia University in the City of New York,Music.,,
190150.0,Columbia University in the City of New York,"Visual and Performing Arts, Other.",,
190150.0,Columbia University in the City of New York,Advanced/Graduate Dentistry and Oral Sciences.,,
190150.0,Columbia University in the City of New York,Health and Medical Administrative Services.,,86682.0
190150.0,Columbia University in the City of New York,Public Health.,,74805.0
190150.0,Columbia University in the City of New York,Rehabilitation and Therapeutic Professions.,,72636.0
190150.0,Columbia University in the City of New York,Medical Illustration and Informatics.,,
190150.0,Columbia University in the City of New York,Bioethics/Medical Ethics.,,
190150.0,Columbia University in the City of New York,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",,111569.0
190150.0,Columbia University in the City of New York,"Health Professions and Related Clinical Sciences, Other.",,
190150.0,Columbia University in the City of New York,"Business Administration, Management and Operations.",,162427.0
190150.0,Columbia University in the City of New York,Management Information Systems and Services.,,153730.0
190150.0,Columbia University in the City of New York,Management Sciences and Quantitative Methods.,,81069.0
190150.0,Columbia University in the City of New York,Marketing.,,
